Curso;Unidade Curricular;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Sala atribuída à aula;Lotação da sala
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;09/12/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;02/12/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;25/11/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;18/11/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;11/11/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;28/10/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;21/10/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;14/10/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;07/10/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;30/09/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;23/09/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;Sex;D1.06;28;14:30:00;16:00:00;16/09/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;14/12/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;07/12/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;30/11/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;23/11/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;16/11/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;09/11/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;26/10/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;19/10/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;12/10/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;28/09/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;C5.07;68;19:30:00;21:00:00;21/09/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP34;IGE-PL-A2, IGE-PL-A1;49;Qua;Indefinido;Indefinido;19:30:00;21:00:00;14/09/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;AA2.26;30;09:30:00;11:00:00;24/11/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;AA2.26;30;09:30:00;11:00:00;17/11/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;AA2.26;30;09:30:00;11:00:00;10/11/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;AA2.26;30;09:30:00;11:00:00;03/11/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;AA2.26;30;09:30:00;11:00:00;27/10/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;AA2.24;30;09:30:00;11:00:00;20/10/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;AA2.28;30;09:30:00;11:00:00;13/10/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;AA2.28;30;09:30:00;11:00:00;06/10/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;2,00E+08;50;09:30:00;11:00:00;29/11/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;2,00E+08;50;09:30:00;11:00:00;22/11/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;2,00E+08;50;09:30:00;11:00:00;15/11/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;2,00E+08;50;09:30:00;11:00:00;08/11/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;2,00E+08;50;09:30:00;11:00:00;25/10/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;2,00E+08;50;09:30:00;11:00:00;18/10/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;2,00E+08;50;09:30:00;11:00:00;11/10/2022
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;2,00E+08;50;09:30:00;11:00:00;04/10/2022
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Seg;Indefinido;Indefinido;18:30:00;21:00:00;02/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Sáb;Indefinido;Indefinido;10:00:00;13:00:00;21/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Sáb;Indefinido;Indefinido;10:00:00;13:00:00;14/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Sáb;Indefinido;Indefinido;10:00:00;13:00:00;07/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qui;Indefinido;Indefinido;18:30:00;21:00:00;26/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qui;Indefinido;Indefinido;19:00:00;21:00:00;19/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qua;Indefinido;Indefinido;19:00:00;21:00:00;25/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qua;Indefinido;Indefinido;19:00:00;21:00:00;18/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qua;Indefinido;Indefinido;19:00:00;21:00:00;11/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qua;Indefinido;Indefinido;19:00:00;21:00:00;04/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Seg;Indefinido;Indefinido;19:00:00;21:00:00;23/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Seg;Indefinido;Indefinido;19:00:00;21:00:00;16/01/2023
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Seg;Indefinido;Indefinido;19:00:00;21:00:00;09/01/2023
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708PL07;ET-C4, ET-C3;12;Qui;C7.06;66;11:00:00;12:30:00;17/11/2022
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708PL07;ET-C4, ET-C3;12;Qui;C7.06;66;11:00:00;12:30:00;10/11/2022
